Time [s],Value,Parity Error,Framing Error
1.401768000000000,0x01,,Error
1.401780500000000,0x00,,
1.401792500000000,0x55,,
1.401804500000000,0x00,,Error
1.401817000000000,0x00,,Error
1.401830000000000,0x55,,
1.401842000000000,0x40,,
1.401854500000000,0x00,,Error
1.401868500000000,0x00,,Error
1.425688000000000,0x7D,,
1.425700000000000,0x00,,Error
1.425712500000000,0x00,,Error
1.425725000000000,0x00,,Error
1.425737500000000,0x00,,
1.425750500000000,0xFF,,Error
1.425764000000000,0x00,,Error
1.425776500000000,0x00,,Error
1.425789000000000,0x00,,Error
1.425801500000000,0x00,,Error
1.425814500000000,0xFD,,
1.425826500000000,0x00,,Error
1.449646000000000,0xFF,,
1.449658000000000,0x00,,Error
1.449672000000000,0x00,,Error
1.449684500000000,0x00,,Error
1.449697000000000,0x00,,Error
1.449709500000000,0x00,,Error
1.449722000000000,0x00,,Error
1.449735000000000,0xAB,,Error
1.449748500000000,0x00,,Error
1.449761000000000,0x00,,Error
1.449774000000000,0x55,,
1.449786000000000,0x00,,Error
1.477594500000000,0x7D,,
1.477606500000000,0x00,,Error
1.477619000000000,0x00,,Error
1.477632000000000,0x55,,
1.477644000000000,0x00,,
1.477657000000000,0xBF,,Error
